draw,seats,natl,AK,AL,AR,AZ,CO,DE,GA,GA-S,IA,ID,IL,KS,KY,LA,MA,ME,MI,MN,MS,MT,NC,NE,NH,NJ,NM,OK,OR,RI,SC,SD,TN,TX,VA,WV,WY
526,56,0.570326,0.476692,0.429357,0.472547,0.535323,0.609706,0.720122,0.590377,0.526223,0.529722,0.396636,0.63305,0.492841,0.482744,0.400556,0.703501,0.531713,0.629389,0.630518,0.456858,0.532428,0.561737,0.410249,0.63122,0.637261,0.652238,0.425988,0.717175,0.739905,0.532299,0.441739,0.438824,0.495194,0.638052,0.449393,0.288594
527,51,0.543694,0.470029,0.449897,0.383959,0.49205,0.531482,0.66241,0.505196,0.500857,0.518785,0.326011,0.599395,0.412523,0.484269,0.355752,0.674497,0.433772,0.548188,0.576713,0.45526,0.434639,0.467618,0.266424,0.617014,0.626267,0.548252,0.385479,0.577391,0.683906,0.469633,0.373425,0.447242,0.39003,0.598793,0.386502,0.228225
528,57,0.540442,0.50058,0.437996,0.422044,0.534656,0.56139,0.722395,0.511523,0.521218,0.443168,0.348704,0.692662,0.483038,0.408284,0.40409,0.653075,0.637663,0.608155,0.538187,0.495625,0.517485,0.565675,0.356907,0.556899,0.651228,0.569411,0.389036,0.62987,0.811744,0.539253,0.399608,0.390906,0.54476,0.605808,0.37104,0.414367
529,57,0.537598,0.52862,0.477184,0.494115,0.509542,0.544018,0.712643,0.557023,0.508466,0.496369,0.420861,0.68106,0.513961,0.450052,0.437107,0.684233,0.624006,0.556945,0.606917,0.454933,0.492574,0.542605,0.332862,0.536256,0.703047,0.532769,0.342423,0.620016,0.754778,0.534559,0.385836,0.425372,0.530868,0.604583,0.373552,0.359138
530,50,0.548144,0.478585,0.415603,0.271781,0.501044,0.524993,0.676722,0.535351,0.471418,0.491293,0.363885,0.687435,0.438825,0.462245,0.383477,0.677508,0.489065,0.525318,0.498184,0.446737,0.547852,0.471157,0.263813,0.649379,0.609811,0.566269,0.396592,0.607618,0.645445,0.469661,0.422341,0.493113,0.432032,0.609561,0.303536,0.312732
531,53,0.546041,0.497904,0.483613,0.484503,0.552072,0.534033,0.665148,0.49544,0.560629,0.500571,0.371124,0.740406,0.447698,0.458357,0.436877,0.631136,0.564416,0.600658,0.625487,0.484948,0.404469,0.530849,0.326225,0.553418,0.668363,0.542015,0.371014,0.644599,0.788586,0.495187,0.42005,0.40305,0.455184,0.593796,0.467185,0.315089
532,52,0.533825,0.54334,0.415731,0.314395,0.443481,0.536405,0.641068,0.488582,0.532716,0.552652,0.329823,0.646216,0.440452,0.437115,0.325753,0.607849,0.470539,0.571335,0.536868,0.468976,0.448797,0.519536,0.256669,0.529699,0.640083,0.514853,0.384066,0.597449,0.748119,0.419807,0.370865,0.389306,0.426219,0.620754,0.286652,0.408953
533,50,0.526226,0.374,0.389313,0.457458,0.537203,0.464944,0.697119,0.52811,0.421931,0.385828,0.378986,0.657674,0.433056,0.473606,0.385131,0.667695,0.553115,0.578866,0.55404,0.427592,0.413583,0.474942,0.26671,0.525894,0.580633,0.515051,0.299959,0.564135,0.673306,0.454569,0.384175,0.371284,0.421723,0.527162,0.420888,0.224008
534,52,0.549386,0.515926,0.456259,0.391914,0.480531,0.489628,0.611282,0.546868,0.46048,0.523952,0.385219,0.603612,0.408548,0.45946,0.391481,0.631831,0.517031,0.500952,0.565767,0.442666,0.452366,0.513137,0.270035,0.543444,0.678403,0.533436,0.377455,0.553555,0.639428,0.464635,0.365084,0.386771,0.400946,0.639479,0.268947,0.353345
535,55,0.530417,0.449873,0.434655,0.374487,0.538492,0.550021,0.729839,0.490644,0.541059,0.466846,0.314388,0.738007,0.468835,0.437303,0.347782,0.705552,0.522157,0.6389,0.588403,0.51453,0.4825,0.53225,0.333361,0.617691,0.626994,0.532438,0.40808,0.63437,0.804532,0.515633,0.444298,0.426254,0.503027,0.538187,0.491655,0.31008
536,51,0.524871,0.435632,0.42578,0.369725,0.544512,0.520105,0.642901,0.52848,0.494876,0.502032,0.318344,0.607168,0.448687,0.499034,0.410825,0.629172,0.479355,0.530401,0.531913,0.31834,0.520992,0.466254,0.2588,0.596732,0.692045,0.489198,0.351665,0.580309,0.706379,0.395847,0.406979,0.405054,0.440748,0.670754,0.360638,0.29677
537,55,0.541497,0.509655,0.465277,0.357049,0.551103,0.588116,0.697436,0.523149,0.487912,0.487134,0.383461,0.727014,0.474437,0.488248,0.355582,0.711699,0.591746,0.606979,0.59205,0.480704,0.491407,0.559488,0.288078,0.533894,0.610588,0.555531,0.433487,0.718379,0.693607,0.527167,0.393604,0.447262,0.543451,0.528129,0.39978,0.428633
538,54,0.550474,0.486594,0.498834,0.275514,0.560469,0.547099,0.690343,0.574254,0.503633,0.48401,0.351083,0.730616,0.478831,0.464903,0.382668,0.687509,0.600273,0.546197,0.561157,0.448411,0.460427,0.561798,0.326751,0.544026,0.594361,0.560458,0.443325,0.677464,0.666199,0.483076,0.509916,0.443261,0.471352,0.578612,0.409145,0.334872
539,55,0.546918,0.443227,0.471385,0.367404,0.602679,0.566344,0.674858,0.552589,0.581728,0.471245,0.33857,0.699983,0.50305,0.494803,0.375309,0.718516,0.616568,0.594625,0.614456,0.430771,0.512097,0.50894,0.294339,0.584233,0.699053,0.609808,0.390941,0.640682,0.734636,0.474093,0.404334,0.410541,0.452211,0.617839,0.392936,0.343371
540,54,0.55137,0.546687,0.487658,0.437761,0.505169,0.589343,0.719716,0.509907,0.419152,0.5308,0.333231,0.711371,0.375132,0.441161,0.469331,0.706403,0.574351,0.550478,0.514457,0.489515,0.48529,0.515517,0.322642,0.613611,0.638757,0.553395,0.455527,0.684053,0.830057,0.466565,0.444326,0.439227,0.448098,0.62106,0.400986,0.344425
541,53,0.561219,0.430202,0.442505,0.374996,0.550075,0.48798,0.720572,0.494706,0.570819,0.529842,0.348668,0.655685,0.553196,0.415092,0.449431,0.715091,0.5267,0.586397,0.612469,0.438546,0.485066,0.50234,0.293678,0.571527,0.648629,0.607241,0.377116,0.646893,0.769891,0.472123,0.395653,0.420529,0.48681,0.616291,0.380422,0.296213
542,53,0.561329,0.441871,0.438832,0.365867,0.564129,0.485567,0.714106,0.478535,0.592937,0.532724,0.330255,0.666076,0.566521,0.419537,0.44467,0.706581,0.523265,0.590091,0.62382,0.453571,0.490192,0.519463,0.289309,0.587284,0.676499,0.616055,0.376345,0.68517,0.781399,0.469672,0.376567,0.440188,0.485715,0.618831,0.373007,0.275639
543,49,0.53181,0.547329,0.457768,0.439317,0.476056,0.563553,0.633226,0.502824,0.442424,0.442355,0.400935,0.652084,0.363905,0.437276,0.269256,0.64359,0.546061,0.576129,0.49823,0.457117,0.446722,0.43049,0.297437,0.591756,0.639699,0.461359,0.361519,0.550804,0.677346,0.480478,0.43908,0.377117,0.435679,0.587613,0.336819,0.368671
544,53,0.553782,0.584653,0.414379,0.40029,0.545763,0.591006,0.668052,0.534966,0.476776,0.486756,0.396752,0.665329,0.432661,0.458843,0.329361,0.626898,0.554958,0.621296,0.550797,0.510858,0.48196,0.478618,0.299147,0.597749,0.613182,0.531776,0.399702,0.632863,0.667277,0.490027,0.417548,0.394713,0.493766,0.635404,0.32113,0.383196
545,53,0.552219,0.566053,0.464612,0.474088,0.490908,0.583499,0.690076,0.510678,0.475265,0.497445,0.357681,0.671357,0.447681,0.451405,0.376588,0.633102,0.519503,0.615589,0.581601,0.544549,0.487191,0.488399,0.285049,0.591777,0.661001,0.555023,0.419603,0.592329,0.751206,0.506762,0.363572,0.421724,0.40718,0.597474,0.362434,0.35899
546,55,0.547023,0.531187,0.4613,0.453172,0.48176,0.560757,0.700331,0.512195,0.459962,0.501238,0.355762,0.66351,0.48244,0.406001,0.360322,0.678349,0.50399,0.581525,0.547214,0.573489,0.487207,0.531827,0.341958,0.583725,0.705766,0.54508,0.402165,0.579886,0.763901,0.504692,0.442213,0.439201,0.420251,0.612162,0.393876,0.393931
547,55,0.536771,0.463057,0.429221,0.432886,0.567229,0.538451,0.684676,0.571497,0.537635,0.514003,0.355719,0.656846,0.423701,0.476578,0.384972,0.701974,0.569278,0.564918,0.598617,0.380148,0.495243,0.511179,0.26945,0.596818,0.602737,0.584644,0.362619,0.626609,0.711892,0.439397,0.392564,0.384166,0.517222,0.590555,0.367158,0.298769
548,54,0.536026,0.471296,0.430942,0.280578,0.53669,0.551061,0.642393,0.539044,0.518812,0.484935,0.39654,0.70132,0.474852,0.443685,0.401182,0.644475,0.572275,0.545124,0.553683,0.443595,0.468456,0.503651,0.291758,0.540042,0.630086,0.545992,0.305723,0.65736000000000006,0.75786,0.482803,0.364469,0.339697,0.500821,0.572911,0.305729,0.313651
549,47,0.552244,0.489126,0.438878,0.391547,0.487929,0.475895,0.716455,0.489757,0.497049,0.492124,0.322272,0.593963,0.413771,0.414829,0.36761,0.654571,0.471505,0.570487,0.556482,0.463404,0.438553,0.481984,0.31859,0.620661,0.6603,0.563839,0.470391,0.570361,0.723064,0.401376,0.410168,0.467323,0.392892,0.624935,0.430572,0.349535
550,55,0.537077,0.494705,0.447093,0.563774,0.525597,0.500296,0.701629,0.547628,0.476758,0.518375,0.354616,0.613216,0.472746,0.377398,0.382797,0.632467,0.509695,0.475265,0.572892,0.569645,0.524332,0.507696,0.32444,0.543232,0.625547,0.543554,0.435564,0.622061,0.785257,0.408967,0.446495,0.393894,0.417927,0.563746,0.381489,0.336293
551,47,0.544455,0.445699,0.443481,0.320383,0.449313,0.485165,0.685933,0.562893,0.488146,0.42446,0.326086,0.615639,0.429509,0.411924,0.441039,0.665646,0.428193,0.57034,0.539951,0.455263,0.419842,0.449583,0.339576,0.57167,0.607253,0.464794,0.332984,0.577265,0.708091,0.492833,0.428528,0.354722,0.425681,0.590345,0.341505,0.3297
552,46,0.52283,0.426569,0.400374,0.306743,0.451342,0.481791,0.63292,0.518669,0.440916,0.387097,0.274002,0.605293,0.437826,0.408116,0.376898,0.632742,0.404631,0.548684,0.51474,0.413941,0.412109,0.443113,0.312022,0.568428,0.548626,0.435617,0.316718,0.577549,0.624768,0.470604,0.339367,0.358852,0.408701,0.475499,0.350743,0.303835
553,53,0.555087,0.495617,0.469984,0.479916,0.575585,0.555251,0.701051,0.499778,0.52634,0.572625,0.477987,0.669363,0.452636,0.454106,0.426204,0.673755,0.59307,0.585215,0.572625,0.49963,0.497134,0.535152,0.26807,0.592697,0.729182,0.608754,0.435848,0.604528,0.797132,0.48254,0.421808,0.401625,0.467174,0.71367100000000006,0.397527,0.320523
554,53,0.544591,0.472227,0.485015,0.334738,0.597221,0.505539,0.683372,0.570362,0.569137,0.447171,0.382586,0.614465,0.445792,0.483861,0.368363,0.704137,0.526184,0.546906,0.585909,0.531426,0.483327,0.555012,0.275999,0.566847,0.680111,0.492385,0.435149,0.614398,0.67757,0.446,0.363246,0.400607,0.478712,0.627508,0.339916,0.356954
555,56,0.567319,0.475009,0.462453,0.402569,0.56606,0.499942,0.697722,0.520639,0.539711,0.492165,0.400186,0.689392,0.530362,0.582479,0.540158,0.67324,0.551236,0.542998,0.5812,0.507184,0.497033,0.523036,0.325388,0.566882,0.628084,0.541154,0.403131,0.610563,0.720918,0.446071,0.448638,0.362538,0.486332,0.541233,0.320792,0.256477
556,50,0.525455,0.493419,0.440855,0.416135,0.431364,0.576306,0.661719,0.470285,0.504142,0.506308,0.28777,0.679997,0.441434,0.351092,0.27236,0.659099,0.506691,0.577443,0.579243,0.43702,0.462174,0.487593,0.294145,0.628092,0.679652,0.486904,0.36906,0.65629,0.761735,0.437442,0.342092,0.489899,0.441581,0.655453,0.430321,0.418312
557,54,0.557953,0.491116,0.464921,0.441646,0.626315,0.545677,0.674388,0.508105,0.485322,0.474151,0.390158,0.619252,0.490655,0.530517,0.424007,0.626269,0.561015,0.558241,0.56825,0.472205,0.512396,0.555414,0.309993,0.534909,0.627878,0.597672,0.392133,0.606317,0.700451,0.47051,0.459505,0.342265,0.471388,0.537719,0.356097,0.210858
558,46,0.496829,0.446593,0.405376,0.355137,0.36556,0.503143,0.66983,0.462042,0.416571,0.436044,0.26476,0.626954,0.428377,0.358456,0.291531,0.641738,0.400985,0.5091,0.491058,0.409592,0.400512,0.437963,0.227108,0.555988,0.602637,0.493296,0.403168,0.570765,0.793059,0.413523,0.370372,0.422653,0.375819,0.540961,0.310454,0.343064
559,49,0.528104,0.448931,0.450698,0.429828,0.468435,0.497095,0.680606,0.452684,0.48887,0.493365,0.31759,0.625813,0.519255,0.404558,0.328219,0.670552,0.505561,0.547195,0.519333,0.43946,0.465403,0.468482,0.232148,0.604891,0.602289,0.527537,0.401234,0.625356,0.741975,0.412246,0.363873,0.385639,0.361628,0.553384,0.339954,0.326106
560,50,0.5402,0.425469,0.412178,0.360292,0.464623,0.5043,0.677927,0.536674,0.433091,0.446104,0.349453,0.661791,0.433296,0.429531,0.360775,0.669222,0.595859,0.585561,0.529095,0.383468,0.424054,0.479065,0.23804,0.531393,0.636207,0.511508,0.376068,0.611941,0.658418,0.472147,0.418982,0.417184,0.492487,0.605476,0.366807,0.288963
561,51,0.53739,0.450432,0.47023,0.459643,0.554226,0.52399,0.661306,0.504628,0.482976,0.477644,0.388159,0.643071,0.463724,0.456812,0.396695,0.601311,0.521548,0.574673,0.574247,0.47816,0.452427,0.441374,0.335703,0.595189,0.661343,0.562476,0.399822,0.592852,0.858991,0.397686,0.331342,0.401595,0.361481,0.597772,0.440792,0.273651
562,51,0.542352,0.447418,0.47017,0.556626,0.5385,0.527885,0.712581,0.514905,0.414507,0.488355,0.36245,0.621694,0.470066,0.471258,0.35331,0.654952,0.482664,0.576047,0.561415,0.410841,0.442731,0.426923,0.306147,0.594828,0.638235,0.569848,0.445357,0.605955,0.826551,0.378641,0.358996,0.412935,0.344865,0.600938,0.412915,0.282833
563,49,0.549387,0.494918,0.384988,0.487671,0.469976,0.498273,0.703264,0.536649,0.479292,0.433136,0.314493,0.652403,0.421321,0.426193,0.305506,0.619873,0.522137,0.549335,0.53832,0.445842,0.406362,0.406551,0.31332,0.589406,0.662698,0.541114,0.383215,0.666962,0.743289,0.417585,0.435282,0.362166,0.402935,0.598425,0.353537,0.311692
564,51,0.536264,0.482076,0.374289,0.461569,0.549569,0.447111,0.686307,0.532572,0.486635,0.485511,0.293539,0.644768,0.447526,0.443231,0.290462,0.620225,0.559638,0.595184,0.5239,0.503274,0.425467,0.48319,0.313995,0.60539,0.610685,0.532599,0.431716,0.630424,0.80488,0.401127,0.420726,0.393427,0.433674,0.581221,0.363783,0.297504
565,52,0.533563,0.433461,0.436942,0.514969,0.517012,0.511952,0.661133,0.472465,0.484183,0.44006,0.382541,0.635264,0.461015,0.542801,0.398797,0.706375,0.55392,0.591199,0.53193,0.421319,0.47608,0.383603,0.283743,0.632303,0.680599,0.56668,0.338676,0.560872,0.733665,0.463382,0.292799,0.388049,0.464363,0.56931,0.393178,0.295749
566,48,0.514948,0.455835,0.377685,0.275357,0.48451,0.529326,0.591275,0.455534,0.490133,0.49661,0.248583,0.605668,0.442116,0.388513,0.343531,0.648788,0.462624,0.563132,0.52908,0.441196,0.358029,0.488219,0.286729,0.591932,0.560259,0.568406,0.382777,0.607376,0.673762,0.462649,0.427429,0.352352,0.40629,0.518365,0.38476900000000003,0.289427
567,53,0.559783,0.571326,0.431343,0.473721,0.549496,0.516237,0.660362,0.473943,0.461564,0.460471,0.339904,0.709614,0.405628,0.4386,0.381906,0.698738,0.547149,0.602057,0.574604,0.499865,0.517278,0.502566,0.272517,0.592998,0.690666,0.542005,0.361335,0.602853,0.768099,0.491767,0.404679,0.353271,0.451973,0.600497,0.369116,0.345393
568,53,0.545377,0.506439,0.386033,0.487283,0.557833,0.497747,0.648593,0.514242,0.485404,0.487455,0.322415,0.67784,0.412687,0.429428,0.375474,0.68205,0.533152,0.62352,0.566458,0.474554,0.446596,0.565705,0.315222,0.581676,0.747628,0.570534,0.383039,0.6022,0.841199,0.501231,0.384837,0.36616,0.479687,0.596659,0.368827,0.308044
569,54,0.546311,0.482381,0.468054,0.357648,0.54716,0.564077,0.731611,0.511412,0.510937,0.501877,0.398249,0.696051,0.442252,0.472938,0.405658,0.657944,0.532424,0.560186,0.605234,0.455812,0.493932,0.50046,0.324149,0.586949,0.592734,0.548047,0.383731,0.589162,0.614385,0.453337,0.407383,0.447628,0.497078,0.587185,0.367024,0.302442
570,53,0.538275,0.465121,0.463651,0.419545,0.509786,0.541888,0.73087,0.524848,0.514181,0.468179,0.392625,0.671277,0.463979,0.490661,0.423389,0.643501,0.526173,0.562448,0.585714,0.475346,0.478738,0.486026,0.302762,0.592461,0.591508,0.566277,0.392343,0.596616,0.61702,0.443068,0.404702,0.421374,0.506768,0.602102,0.393755,0.344698
571,56,0.537377,0.501565,0.40399,0.396445,0.554549,0.574876,0.643157,0.539104,0.510622,0.531171,0.320969,0.633469,0.433602,0.417933,0.331032,0.67154,0.552376,0.575336,0.551788,0.435642,0.465693,0.55799,0.316569,0.580833,0.704045,0.549663,0.390992,0.65953,0.806189,0.518381,0.39591,0.416484,0.443879,0.570947,0.342472,0.333813
572,53,0.512122,0.520254,0.411826,0.474574,0.533026,0.545928,0.605884,0.496772,0.461486,0.529154,0.38628,0.588587,0.424488,0.445379,0.303216,0.660626,0.528014,0.542724,0.530409,0.49359,0.442786,0.544876,0.285078,0.598419,0.593772,0.542423,0.357763,0.596013,0.68296,0.480263,0.386193,0.382407,0.413953,0.586497,0.342562,0.309463
573,51,0.550428,0.452074,0.494659,0.310255,0.506927,0.482143,0.718955,0.545759,0.550295,0.437661,0.339609,0.641522,0.466535,0.434373,0.412332,0.617849,0.474071,0.629011,0.539191,0.496804,0.468651,0.513728,0.265558,0.60415,0.670266,0.524379,0.343209,0.565971,0.822569,0.42317,0.445205,0.413315,0.480453,0.572233,0.387326,0.300144
574,53,0.527063,0.418495,0.430588,0.495864,0.558331,0.564739,0.655032,0.507769,0.485865,0.510219,0.313655,0.598607,0.458481,0.448466,0.40819,0.648543,0.523794,0.542964,0.513736,0.455877,0.474532,0.50646,0.29755,0.565477,0.613988,0.514012,0.387192,0.661881,0.72502,0.479698,0.387757,0.467698,0.445151,0.506734,0.332532,0.420875
575,49,0.529568,0.443213,0.460197,0.345116,0.463544,0.550518,0.664396,0.501254,0.47314,0.46446,0.329195,0.646845,0.407438,0.443241,0.367962,0.660221,0.48192,0.589546,0.58698,0.393685,0.46933,0.479011,0.290202,0.578141,0.599767,0.503245,0.332793,0.656403,0.616945,0.453917,0.400573,0.385837,0.470271,0.586054,0.3712,0.253915
576,55,0.546541,0.516129,0.375501,0.502972,0.571092,0.49763,0.682554,0.511029,0.507679,0.503426,0.400332,0.670906,0.478201,0.461464,0.391903,0.683009,0.579985,0.542114,0.543178,0.430542,0.475586,0.568241,0.275098,0.55372,0.665364,0.593078,0.418426,0.619576,0.812345,0.485852,0.384185,0.442808,0.41487,0.551519,0.345552,0.375635
577,52,0.530683,0.441889,0.440337,0.399639,0.498966,0.540972,0.694881,0.521933,0.558437,0.494347,0.343759,0.714655,0.425382,0.444086,0.352684,0.685293,0.533737,0.58651,0.59444,0.442208,0.451721,0.481173,0.295825,0.619241,0.627967,0.517259,0.352605,0.628443,0.661463,0.512723,0.444681,0.399587,0.497301,0.648628,0.399754,0.351667
578,54,0.556713,0.522919,0.462648,0.305681,0.527448,0.562683,0.661683,0.51645,0.461696,0.519248,0.374095,0.614534,0.495784,0.446765,0.40441,0.657459,0.526973,0.550459,0.521581,0.457726,0.471193,0.576163,0.318748,0.556773,0.67685,0.588234,0.424904,0.594814,0.838463,0.453438,0.390759,0.438792,0.415531,0.549919,0.362862,0.334315
579,52,0.536378,0.465818,0.384027,0.494991,0.497276,0.558493,0.705597,0.507624,0.533284,0.442321,0.303449,0.634547,0.437158,0.483314,0.477424,0.631205,0.540436,0.570922,0.574976,0.459205,0.462804,0.504136,0.312113,0.58452,0.581151,0.506053,0.349337,0.647123,0.578829,0.497923,0.42313,0.425149,0.492036,0.601039,0.396538,0.259111
580,54,0.546032,0.501547,0.464705,0.294545,0.546144,0.471537,0.65851,0.530697,0.509109,0.534042,0.432125,0.636229,0.429772,0.429549,0.321526,0.702196,0.524506,0.527266,0.55477,0.414292,0.480457,0.514355,0.318992,0.570508,0.70549,0.575829,0.426874,0.631111,0.826973,0.463773,0.387549,0.385631,0.440488,0.598959,0.350389,0.373056
581,52,0.534534,0.456831,0.43400300000000003,0.535693,0.5278,0.471213,0.695791,0.502477,0.492432,0.503415,0.300696,0.669565,0.45424,0.445457,0.372087,0.68611,0.503828,0.570522,0.528354,0.471361,0.437391,0.468421,0.336026,0.63404,0.661339,0.570442,0.425521,0.550409,0.673793,0.492611,0.427093,0.419165,0.42172,0.557863,0.310671,0.339302
582,54,0.534093,0.493456,0.410109,0.247315,0.51721,0.524595,0.662664,0.546912,0.49658,0.444666,0.360471,0.631192,0.47853,0.421087,0.369531,0.655737,0.580163,0.599807,0.579078,0.464655,0.512684,0.540773,0.34401,0.508123,0.594599,0.553049,0.33449,0.584518,0.790797,0.473278,0.306382,0.354167,0.516552,0.568515,0.285244,0.271939
583,57,0.538902,0.464345,0.462188,0.510963,0.540224,0.557938,0.716702,0.482801,0.51864,0.551279,0.33928,0.721924,0.451181,0.508957,0.429962,0.719941,0.597079,0.545253,0.514188,0.460472,0.473282,0.497896,0.298396,0.649703,0.712481,0.538959,0.467902,0.655556,0.689838,0.508309,0.503997,0.504525,0.429004,0.640134,0.423468,0.358108
584,55,0.55631,0.516755,0.475297,0.291758,0.560118,0.60015,0.684275,0.622703,0.504217,0.438188,0.460556,0.642308,0.454556,0.422246,0.381499,0.657503,0.494115,0.531315,0.589229,0.576439,0.523348,0.555749,0.349152,0.555865,0.639332,0.577596,0.372697,0.645082,0.766563,0.41854,0.381208,0.356555,0.457424,0.599535,0.342453,0.287317
585,58,0.551229,0.52438,0.477351,0.514613,0.530175,0.534131,0.664878,0.519353,0.515884,0.568865,0.397439,0.637048,0.444708,0.483335,0.433921,0.741634,0.540044,0.57048,0.647213,0.445015,0.461147,0.560169,0.299894,0.589551,0.692842,0.522651,0.381059,0.591817,0.682051,0.512687,0.404145,0.504556,0.460711,0.632907,0.397186,0.319264
586,50,0.538377,0.438532,0.387249,0.341866,0.502954,0.564533,0.678458,0.499337,0.503646,0.422335,0.375492,0.679429,0.436025,0.421616,0.383978,0.621979,0.544568,0.536055,0.47925,0.455651,0.458234,0.474221,0.28861,0.595248,0.599605,0.593599,0.406654,0.654238,0.77042,0.468975,0.444816,0.339399,0.483957,0.56542,0.36377,0.351617
587,54,0.533447,0.4848,0.495654,0.406325,0.545062,0.521208,0.731426,0.51855,0.520293,0.509368,0.330094,0.641955,0.454131,0.444129,0.37222,0.706596,0.553379,0.623704,0.620859,0.421736,0.492348,0.499194,0.273505,0.594785,0.672675,0.542221,0.393649,0.602825,0.722708,0.434065,0.380311,0.46689,0.538477,0.653943,0.411509,0.312733
588,55,0.538903,0.476096,0.524698,0.328363,0.520406,0.580002,0.69862,0.567613,0.566925,0.501343,0.349093,0.739089,0.477948,0.486092,0.379752,0.715734,0.579404,0.643377,0.547969,0.411617,0.466418,0.542474,0.357139,0.561846,0.625677,0.546167,0.392678,0.529343,0.769001,0.421216,0.446073,0.400095,0.475013,0.583204,0.351152,0.283657
